交易日期,开盘点位,收盘点位,最高点位,最低点位,成交量(万股),成交额(万元),,涨跌,涨跌幅(%),开始日累计涨跌,开始日累计涨跌幅（%）
2009-05-04,"2,486.69","2,559.91","2,560.54","2,486.23","1,533,699.90","14,655,666.99",,82.34,3.32,82.34,3.32
2009-05-05,"2,577.43","2,567.34","2,590.78","2,552.39","1,584,222.83","15,148,374.48",,7.43,0.29,89.77,3.62
2009-05-06,"2,563.56","2,592.52","2,596.93","2,552.63","1,607,085.83","15,473,926.62",,25.18,0.98,114.95,4.64
2009-05-07,"2,612.12","2,597.45","2,622.11","2,566.12","1,818,114.60","17,495,068.41",,4.93,0.19,119.88,4.84
2009-05-08,"2,586.76","2,625.65","2,634.06","2,574.57","1,619,209.76","15,621,840.10",,28.20,1.09,148.08,5.98
2009-05-11,"2,646.29","2,579.75","2,663.95","2,579.75","1,782,483.59","17,232,199.17",,-45.90,-1.75,102.18,4.12
2009-05-12,"2,562.36","2,618.17","2,619.69","2,558.96","1,230,059.60","11,353,528.71",,38.43,1.49,140.60,5.68
2009-05-13,"2,629.03","2,663.77","2,670.21","2,608.32","1,458,360.06","14,485,289.79",,45.59,1.74,186.20,7.52
2009-05-14,"2,631.45","2,639.89","2,651.49","2,610.22","1,247,624.42","12,145,413.68",,-23.88,-0.90,162.32,6.55
2009-05-15,"2,646.89","2,645.26","2,661.37","2,623.36","1,108,901.82","10,660,836.55",,5.38,0.20,167.69,6.77
2009-05-18,"2,632.57","2,652.78","2,656.84","2,589.61","1,190,488.94","11,775,692.83",,7.52,0.28,175.21,7.07
2009-05-19,"2,679.40","2,676.68","2,688.11","2,660.56","1,474,660.97","14,827,827.17",,23.90,0.90,199.11,8.04
2009-05-20,"2,680.55","2,651.41","2,686.35","2,651.01","1,382,458.61","13,772,637.82",,-25.27,-0.94,173.85,7.02
2009-05-21,"2,639.14","2,610.62","2,663.23","2,598.87","1,389,269.81","13,883,644.17",,-40.79,-1.54,133.05,5.37
2009-05-22,"2,595.99","2,597.60","2,617.75","2,578.59","991,472.98","9,911,825.04",,-13.02,-0.50,120.03,4.84
2009-05-25,"2,555.34","2,610.01","2,618.36","2,538.62","1,120,007.85","11,278,340.86",,12.41,0.48,132.44,5.35
2009-05-26,"2,615.01","2,588.58","2,618.80","2,585.91","1,145,146.70","11,813,129.46",,-21.44,-0.82,111.01,4.48
2009-05-27,"2,601.24","2,632.93","2,635.31","2,592.79","1,031,677.20","10,327,925.27",,44.36,1.71,155.36,6.27
2009-06-01,"2,668.40","2,721.28","2,726.72","2,668.40","1,479,595.51","15,658,337.29",,88.35,3.36,243.71,9.84
2009-06-02,"2,739.44","2,724.30","2,750.88","2,713.47","1,563,560.58","16,153,352.82",,3.02,0.11,246.73,9.96
2009-06-03,"2,722.27","2,778.59","2,778.68","2,717.86","1,556,816.58","15,993,313.73",,54.29,1.99,301.02,12.15
2009-06-04,"2,753.25","2,767.24","2,778.24","2,728.20","1,708,789.21","17,953,047.48",,-11.34,-0.41,289.68,11.69
2009-06-05,"2,783.86","2,753.89","2,791.65","2,750.38","1,466,481.13","15,400,800.46",,-13.35,-0.48,276.32,11.15
2009-06-08,"2,753.35","2,768.34","2,795.15","2,729.03","1,332,314.47","13,905,562.88",,14.44,0.52,290.77,11.74
2009-06-09,"2,766.51","2,787.89","2,788.37","2,721.85","1,326,015.67","13,336,834.08",,19.55,0.71,310.32,12.53
2009-06-10,"2,796.90","2,816.25","2,820.58","2,790.00","1,452,671.88","14,416,456.48",,28.36,1.02,338.68,13.67
2009-06-11,"2,812.28","2,797.32","2,828.74","2,787.45","1,341,148.77","13,267,946.68",,-18.93,-0.67,319.75,12.91
2009-06-12,"2,793.97","2,743.76","2,812.68","2,722.22","1,276,946.51","12,385,677.45",,-53.56,-1.91,266.19,10.74
2009-06-15,"2,743.03","2,789.55","2,790.98","2,727.74","1,062,250.13","10,861,122.47",,45.79,1.67,311.98,12.59
2009-06-16,"2,762.74","2,776.02","2,797.48","2,753.69","1,033,833.27","10,827,695.90",,-13.53,-0.48,298.45,12.05
2009-06-17,"2,771.52","2,810.12","2,813.61","2,744.22","1,107,837.42","11,797,793.02",,34.10,1.23,332.55,13.42
2009-06-18,"2,812.99","2,853.90","2,855.42","2,810.85","1,388,426.94","14,726,858.21",,43.78,1.56,376.33,15.19
2009-06-19,"2,861.18","2,880.49","2,886.50","2,847.36","1,530,233.62","15,132,073.14",,26.59,0.93,402.92,16.26
2009-06-22,"2,900.57","2,896.30","2,923.24","2,884.13","1,469,722.00","14,801,960.12",,15.81,0.55,418.73,16.90
2009-06-23,"2,853.49","2,892.70","2,941.06","2,841.90","1,444,652.67","14,452,904.73",,-3.61,-0.12,415.13,16.76
2009-06-24,"2,889.05","2,922.30","2,923.47","2,880.29","1,405,742.60","14,658,208.03",,29.60,1.02,444.73,17.95
2009-06-25,"2,926.62","2,925.05","2,946.90","2,909.09","1,196,130.20","12,931,718.69",,2.75,0.09,447.48,18.06
2009-06-26,"2,930.50","2,928.21","2,937.61","2,910.35","1,095,607.20","11,528,819.64",,3.16,0.11,450.64,18.19
2009-06-29,"2,930.31","2,975.31","2,976.92","2,918.39","1,285,437.74","13,689,782.04",,47.10,1.61,497.75,20.09
2009-06-30,"2,990.12","2,959.36","2,997.27","2,953.36","1,258,139.58","14,370,235.89",,-15.95,-0.54,481.79,19.45
2009-07-01,"2,950.17","3,008.15","3,009.71","2,947.69","1,382,501.33","15,378,757.25",,48.79,1.65,530.58,21.42
2009-07-02,"3,015.08","3,060.25","3,062.56","3,015.08","1,619,602.84","18,110,641.30",,52.10,1.73,582.69,23.52
2009-07-03,"3,035.81","3,088.37","3,088.86","3,029.55","1,594,679.46","17,743,770.69",,28.11,0.92,610.80,24.65
2009-07-06,"3,091.48","3,124.67","3,128.31","3,090.10","1,832,373.16","20,390,625.30",,36.30,1.18,647.10,26.12
2009-07-07,"3,118.27","3,089.45","3,130.07","3,077.48","1,787,757.41","18,809,090.20",,-35.22,-1.13,611.88,24.70
2009-07-08,"3,057.46","3,080.77","3,097.96","3,011.21","1,554,891.81","17,076,710.02",,-8.68,-0.28,603.21,24.35
2009-07-09,"3,073.52","3,123.04","3,123.51","3,064.21","1,672,878.82","18,437,891.04",,42.26,1.37,645.47,26.05
2009-07-10,"3,124.79","3,113.93","3,140.04","3,099.99","1,611,622.69","17,816,705.58",,-9.10,-0.29,636.36,25.68
2009-07-13,"3,098.96","3,080.56","3,112.88","3,076.30","1,566,100.57","17,277,319.91",,-33.38,-1.07,602.99,24.34
2009-07-14,"3,088.58","3,145.16","3,147.59","3,088.58","1,616,884.79","17,831,025.22",,64.60,2.10,667.59,26.95
2009-07-15,"3,156.63","3,188.55","3,188.91","3,156.63","1,959,114.79","21,764,839.70",,43.39,1.38,710.98,28.70
2009-07-16,"3,209.78","3,183.74","3,221.07","3,175.96","1,912,301.84","21,840,553.95",,-4.81,-0.15,706.17,28.50
2009-07-17,"3,181.06","3,189.74","3,197.23","3,158.57","1,646,906.72","18,662,747.19",,6.00,0.19,712.17,28.74
2009-07-20,"3,203.89","3,266.92","3,269.18","3,192.90","1,988,707.95","23,413,765.79",,77.18,2.42,789.35,31.86
2009-07-21,"3,275.67","3,213.21","3,279.59","3,207.50","1,975,658.97","23,228,394.08",,-53.71,-1.64,735.64,29.69
2009-07-22,"3,207.99","3,296.62","3,301.43","3,207.26","1,682,130.43","20,590,436.25",,83.41,2.60,819.05,33.06
2009-07-23,"3,301.10","3,328.49","3,331.06","3,289.22","1,663,977.52","19,539,967.79",,31.88,0.97,850.92,34.34
2009-07-24,"3,343.76","3,372.60","3,398.05","3,306.91","1,897,386.76","22,358,694.20",,44.11,1.33,895.03,36.13
2009-07-27,"3,377.72","3,435.21","3,435.93","3,376.29","1,976,236.34","24,059,066.44",,62.61,1.86,957.64,38.65
2009-07-28,"3,434.32","3,438.37","3,439.92","3,392.43","2,042,458.19","24,363,920.95",,3.16,0.09,960.80,38.78
2009-07-29,"3,419.99","3,266.43","3,454.02","3,174.21","2,758,011.97","29,692,581.17",,-171.94,-5.00,788.86,31.84
2009-07-30,"3,281.20","3,321.56","3,336.64","3,215.75","1,980,102.13","21,980,523.75",,55.13,1.69,843.99,34.07
2009-07-31,"3,354.68","3,412.06","3,414.15","3,333.72","1,937,143.75","22,392,052.15",,90.50,2.72,934.49,37.72
2009-08-03,"3,429.69","3,462.59","3,465.17","3,398.45","2,008,137.06","23,632,189.43",,50.53,1.48,985.02,39.76
2009-08-04,"3,477.11","3,471.44","3,478.01","3,404.82","2,114,901.54","25,112,507.05",,8.85,0.26,993.87,40.11
2009-08-05,"3,467.05","3,428.50","3,468.10","3,385.42","2,025,025.43","24,094,203.08",,-42.94,-1.24,950.93,38.38
2009-08-06,"3,401.48","3,356.33","3,419.74","3,309.61","1,748,273.74","21,697,796.22",,-72.17,-2.11,878.76,35.47
2009-08-07,"3,352.66","3,260.69","3,374.46","3,244.10","1,531,600.07","18,496,551.86",,-95.64,-2.85,783.12,31.61
2009-08-10,"3,287.76","3,249.76","3,307.89","3,201.06","1,266,837.38","15,309,224.48",,-10.93,-0.34,772.19,31.17
2009-08-11,"3,261.41","3,264.73","3,273.02","3,222.71","1,037,522.97","12,259,068.01",,14.97,0.46,787.16,31.77
2009-08-12,"3,255.99","3,112.72","3,255.99","3,104.57","1,344,474.63","15,750,277.79",,-152.01,-4.66,635.15,25.64
2009-08-13,"3,112.57","3,140.56","3,150.37","3,060.12","1,169,342.26","13,862,230.76",,27.84,0.89,662.99,26.76
2009-08-14,"3,138.15","3,046.97","3,146.01","3,039.31","1,258,155.92","14,631,718.49",,-93.59,-2.98,569.40,22.98
2009-08-17,"2,994.87","2,870.63","3,020.26","2,867.39","1,250,589.59","13,750,529.30",,-176.34,-5.79,393.06,15.86
2009-08-18,"2,845.34","2,910.88","2,920.64","2,827.11","1,062,515.26","11,788,472.99",,40.25,1.40,433.32,17.49
2009-08-19,"2,916.10","2,785.58","2,929.06","2,761.40","1,144,694.64","12,226,819.58",,-125.30,-4.30,308.02,12.43
2009-08-20,"2,798.37","2,911.58","2,914.64","2,798.37","1,100,390.86","12,209,742.69",,126.00,4.52,434.01,17.52
2009-08-21,"2,905.05","2,960.77","2,969.52","2,883.27","1,267,903.01","13,791,122.01",,49.19,1.69,483.20,19.50
2009-08-24,"2,982.19","2,993.43","3,004.90","2,944.92","1,228,757.21","13,883,392.27",,32.66,1.10,515.86,20.82
2009-08-25,"2,980.10","2,915.80","2,980.10","2,823.64","1,452,361.80","16,095,017.19",,-77.63,-2.59,438.23,17.69
2009-08-26,"2,889.74","2,967.60","2,995.80","2,872.26","1,304,253.54","14,373,381.29",,51.79,1.78,490.03,19.78
2009-08-27,"2,947.83","2,946.40","2,988.03","2,909.89","1,367,459.04","14,524,664.38",,-21.20,-0.71,468.83,18.92
2009-08-28,"2,938.42","2,860.69","2,949.43","2,843.11","1,230,485.00","13,375,388.06",,-85.71,-2.91,383.12,15.46
2009-08-31,"2,817.63","2,667.75","2,817.63","2,663.00","1,182,462.50","12,463,680.04",,-192.94,-6.74,190.18,7.68
2009-09-01,"2,649.17","2,683.72","2,727.08","2,639.76","980,425.85","10,172,142.99",,15.98,0.60,206.16,8.32
2009-09-02,"2,681.33","2,714.97","2,729.71","2,669.22","839,347.14","8,818,821.71",,31.25,1.16,237.41,9.58
2009-09-03,"2,722.31","2,845.02","2,854.16","2,715.62","1,298,902.51","13,887,548.24",,130.05,4.79,367.46,14.83
2009-09-04,"2,841.17","2,861.61","2,875.98","2,827.58","1,288,899.36","14,223,477.58",,16.59,0.58,384.04,15.50
2009-09-07,"2,877.62","2,881.12","2,919.35","2,860.00","1,311,828.12","14,673,629.16",,19.51,0.68,403.55,16.29
2009-09-08,"2,865.70","2,930.48","2,931.23","2,831.85","1,279,293.84","14,862,821.23",,49.36,1.71,452.91,18.28
2009-09-09,"2,944.17","2,946.26","2,962.29","2,900.11","1,307,544.94","15,330,082.43",,15.78,0.54,468.69,18.92
2009-09-10,"2,934.96","2,924.88","2,958.95","2,911.21","1,058,948.57","11,695,973.08",,-21.38,-0.73,447.31,18.05
2009-09-11,"2,917.19","2,989.79","2,999.33","2,915.90","1,232,466.66","13,796,330.30",,64.91,2.22,512.22,20.67
2009-09-14,"2,990.93","3,026.74","3,033.08","2,984.84","1,437,112.25","15,710,154.47",,36.95,1.24,549.17,22.17
2009-09-15,"3,029.10","3,033.73","3,050.43","2,999.43","1,444,677.55","16,003,737.85",,6.99,0.23,556.16,22.45
2009-09-16,"3,027.51","2,999.71","3,028.56","2,960.59","1,474,157.78","16,833,369.50",,-34.02,-1.12,522.14,21.07
2009-09-17,"3,015.59","3,060.26","3,064.23","3,015.59","1,607,403.91","17,815,170.93",,60.55,2.02,582.69,23.52
2009-09-18,"3,063.31","2,962.67","3,068.03","2,940.83","1,680,765.84","18,145,861.91",,-97.59,-3.19,485.10,19.58
2009-09-21,"2,937.93","2,967.01","2,968.70","2,871.65","1,362,319.80","14,576,667.26",,4.34,0.15,489.44,19.75
2009-09-22,"2,956.13","2,897.55","2,982.90","2,896.94","1,240,746.99","13,783,059.81",,-69.46,-2.34,419.98,16.95
2009-09-23,"2,897.81","2,842.72","2,924.20","2,825.86","1,076,263.62","11,678,668.17",,-54.83,-1.89,365.15,14.74
2009-09-24,"2,824.58","2,853.55","2,886.26","2,783.11","1,025,413.26","11,094,510.66",,10.83,0.38,375.99,15.18
2009-09-25,"2,836.70","2,838.84","2,864.08","2,812.92","751,676.01","8,107,137.24",,-14.71,-0.52,361.27,14.58
2009-09-28,"2,844.37","2,763.53","2,857.95","2,752.77","718,745.86","7,548,955.67",,-75.32,-2.65,285.96,11.54
2009-09-29,"2,763.76","2,754.54","2,779.69","2,712.30","735,655.39","7,430,375.17",,-8.99,-0.33,276.97,11.18
2009-09-30,"2,772.57","2,779.43","2,803.86","2,763.71","648,332.54","6,813,629.99",,24.89,0.90,301.86,12.18
2009-10-09,"2,840.13","2,911.72","2,912.55","2,834.62","855,465.55","9,316,797.04",,132.29,4.76,434.15,17.52
2009-10-12,"2,927.02","2,894.48","2,932.08","2,893.57","881,866.31","9,995,180.12",,-17.23,-0.59,416.91,16.83
2009-10-13,"2,889.79","2,936.19","2,937.82","2,886.96","799,979.04","8,854,788.75",,41.71,1.44,458.62,18.51
2009-10-14,"2,945.67","2,970.53","3,010.61","2,943.74","1,296,301.48","14,156,837.12",,34.34,1.17,492.96,19.90
2009-10-15,"2,994.89","2,979.79","3,014.26","2,967.11","986,175.87","11,045,532.36",,9.26,0.31,502.22,20.27
2009-10-16,"2,992.75","2,976.63","3,008.18","2,931.92","922,227.99","10,475,864.60",,-3.16,-0.11,499.06,20.14
2009-10-19,"2,974.64","3,038.27","3,039.61","2,962.31","1,206,155.98","14,059,146.00",,61.64,2.07,560.70,22.63
2009-10-20,"3,062.55","3,084.45","3,084.94","3,053.64","1,436,511.87","16,716,104.42",,46.18,1.52,606.89,24.50
2009-10-21,"3,080.52","3,070.59","3,105.51","3,062.56","1,354,827.70","15,515,539.06",,-13.87,-0.45,593.02,23.94
2009-10-22,"3,068.68","3,051.41","3,080.66","3,045.03","1,030,314.88","11,956,715.93",,-19.18,-0.62,573.84,23.16
2009-10-23,"3,057.39","3,107.85","3,123.46","3,057.39","1,386,009.02","15,726,368.26",,56.44,1.85,630.28,25.44
2009-10-26,"3,114.29","3,109.57","3,123.36","3,083.18","1,148,261.18","13,136,324.46",,1.72,0.06,632.00,25.51
2009-10-27,"3,086.09","3,021.46","3,086.09","3,020.49","1,208,867.57","13,981,612.17",,-88.11,-2.83,543.89,21.95
2009-10-28,"3,014.18","3,031.33","3,038.06","2,974.26","1,009,731.38","11,419,089.49",,9.87,0.33,553.76,22.35
2009-10-29,"2,975.20","2,960.47","2,993.44","2,952.01","1,102,822.34","11,730,180.30",,-70.86,-2.34,482.90,19.49
2009-10-30,"3,007.25","2,995.85","3,027.13","2,983.93","1,047,921.87","11,740,275.62",,35.38,1.20,518.28,20.92
2009-11-02,"2,933.82","3,076.65","3,077.91","2,923.53","1,372,861.10","15,485,907.64",,80.80,2.70,599.08,24.18
2009-11-03,"3,085.74","3,114.23","3,121.20","3,078.94","1,505,522.58","17,032,217.98",,37.58,1.22,636.66,25.70
2009-11-04,"3,119.31","3,128.54","3,141.45","3,096.35","1,453,702.68","16,392,159.93",,14.31,0.46,650.97,26.27
2009-11-05,"3,133.51","3,155.05","3,158.72","3,122.52","1,454,657.66","15,533,170.48",,26.52,0.85,677.48,27.34
2009-11-06,"3,176.14","3,164.04","3,183.57","3,156.99","1,634,908.14","18,095,132.63",,8.98,0.28,686.47,27.71
2009-11-09,"3,162.15","3,175.59","3,176.66","3,141.77","1,391,898.35","15,876,955.15",,11.55,0.36,698.02,28.17
2009-11-10,"3,203.17","3,178.61","3,211.11","3,176.26","1,424,480.19","16,298,778.26",,3.03,0.10,701.04,28.30
2009-11-11,"3,176.31","3,175.19","3,186.60","3,149.07","1,268,217.01","14,448,985.11",,-3.42,-0.11,697.62,28.16
2009-11-12,"3,181.46","3,172.95","3,199.87","3,163.08","1,380,330.47","15,257,467.46",,-2.25,-0.07,695.38,28.07
2009-11-13,"3,164.65","3,187.65","3,189.09","3,127.50","1,511,474.94","16,554,401.74",,14.70,0.46,710.08,28.66
2009-11-16,"3,206.43","3,275.05","3,275.55","3,206.43","2,003,789.81","22,823,718.85",,87.40,2.74,797.48,32.19
2009-11-17,"3,291.04","3,282.89","3,298.38","3,275.31","1,660,373.05","19,475,590.37",,7.84,0.24,805.32,32.50
2009-11-18,"3,287.27","3,303.23","3,315.87","3,274.21","1,586,639.52","18,154,175.94",,20.34,0.62,825.67,33.33
2009-11-19,"3,311.19","3,320.61","3,329.03","3,285.81","1,746,196.48","19,472,773.75",,17.38,0.53,843.04,34.03
2009-11-20,"3,309.38","3,308.35","3,332.53","3,280.18","1,760,740.25","20,056,700.86",,-12.27,-0.37,830.78,33.53
2009-11-23,"3,312.97","3,338.66","3,339.31","3,305.50","1,695,315.90","20,372,837.18",,30.32,0.92,861.09,34.76
2009-11-24,"3,352.22","3,223.53","3,361.39","3,214.03","2,502,115.54","29,077,692.90",,-115.14,-3.45,745.96,30.11
2009-11-25,"3,214.82","3,290.17","3,291.17","3,188.02","1,890,267.37","21,800,508.40",,66.64,2.07,812.60,32.80
2009-11-26,"3,296.01","3,170.98","3,305.33","3,160.35","2,179,788.38","25,447,065.61",,-119.19,-3.62,693.41,27.99
2009-11-27,"3,137.30","3,096.27","3,169.76","3,080.89","1,488,027.27","17,202,722.23",,-74.72,-2.36,618.70,24.97
2009-11-30,"3,114.29","3,195.30","3,195.88","3,114.29","1,388,602.63","16,025,360.24",,99.04,3.20,717.73,28.97
2009-12-01,"3,191.06","3,235.36","3,240.66","3,173.42","1,652,797.67","19,122,419.43",,40.06,1.25,757.79,30.59
2009-12-02,"3,252.98","3,269.75","3,278.27","3,245.96","1,750,513.63","20,388,112.96",,34.39,1.06,792.18,31.97
2009-12-03,"3,268.00","3,264.63","3,270.37","3,227.77","1,592,199.88","18,914,280.73",,-5.12,-0.16,787.06,31.77
2009-12-04,"3,256.61","3,317.04","3,319.13","3,214.84","2,159,450.72","25,742,474.02",,52.42,1.61,839.48,33.88
2009-12-07,"3,313.06","3,331.90","3,334.01","3,302.13","1,398,760.01","17,177,718.75",,14.85,0.45,854.33,34.48
2009-12-08,"3,330.33","3,296.66","3,330.38","3,260.67","1,370,655.73","16,270,274.50",,-35.23,-1.06,819.10,33.06
2009-12-09,"3,258.00","3,239.57","3,284.65","3,228.20","1,150,950.30","13,633,190.09",,-57.10,-1.73,762.00,30.76
2009-12-10,"3,258.35","3,254.26","3,276.13","3,225.56","943,065.16","11,262,083.97",,14.70,0.45,776.70,31.35
2009-12-11,"3,260.45","3,247.32","3,280.94","3,242.37","915,429.45","10,760,965.19",,-6.95,-0.21,769.75,31.07
2009-12-14,"3,246.95","3,302.90","3,315.03","3,178.23","1,182,433.21","13,933,018.98",,55.59,1.71,825.34,33.31
2009-12-15,"3,283.60","3,274.46","3,303.18","3,267.94","1,014,845.67","12,606,887.18",,-28.44,-0.86,796.89,32.16
2009-12-16,"3,262.86","3,255.21","3,299.33","3,246.61","1,038,735.13","12,316,900.69",,-19.25,-0.59,777.64,31.39
2009-12-17,"3,261.61","3,179.08","3,272.98","3,176.63","1,056,465.86","12,380,468.08",,-76.14,-2.34,701.51,28.31
2009-12-18,"3,154.82","3,113.89","3,169.58","3,108.03","1,018,663.76","11,651,153.71",,-65.19,-2.05,636.32,25.68
2009-12-21,"3,108.07","3,122.97","3,123.99","3,088.00","745,681.26","9,022,987.45",,9.09,0.29,645.40,26.05
2009-12-22,"3,126.62","3,050.52","3,129.31","3,039.86","850,807.87","9,947,957.05",,-72.45,-2.32,572.95,23.13
2009-12-23,"3,048.20","3,073.78","3,078.84","3,041.35","800,581.34","9,089,487.94",,23.26,0.76,596.21,24.06
2009-12-24,"3,080.87","3,153.41","3,156.53","3,075.11","1,024,062.04","12,331,371.91",,79.63,2.59,675.84,27.28
2009-12-25,"3,149.23","3,141.35","3,154.77","3,128.15","845,457.83","10,148,490.16",,-12.06,-0.38,663.78,26.79
2009-12-28,"3,148.86","3,188.79","3,202.09","3,148.86","912,116.08","11,061,027.24",,47.43,1.51,711.22,28.71
2009-12-29,"3,190.17","3,211.76","3,212.52","3,166.76","1,026,126.37","11,706,183.66",,22.98,0.72,734.19,29.63
2009-12-30,"3,211.83","3,262.60","3,267.00","3,206.22","1,294,560.39","15,775,706.11",,50.84,1.58,785.03,31.69
2009-12-31,"3,265.00","3,277.14","3,282.21","3,250.03","1,165,204.02","13,897,737.08",,14.54,0.45,799.57,32.27
2010-01-04,"3,289.75","3,243.76","3,295.28","3,243.32","1,094,479.27","13,377,349.56",,-33.38,-1.02,766.19,30.93
2010-01-05,"3,254.47","3,282.18","3,290.51","3,221.46","1,261,150.66","16,185,817.30",,38.42,1.18,804.61,32.48
2010-01-06,"3,277.52","3,254.22","3,295.87","3,253.04","1,236,513.84","15,804,011.47",,-27.96,-0.85,776.65,31.35
2010-01-07,"3,253.99","3,192.78","3,268.82","3,176.71","1,286,528.27","15,722,958.20",,-61.44,-1.89,715.21,28.87
2010-01-08,"3,177.26","3,196.00","3,198.92","3,149.02","983,771.47","12,173,988.21",,3.22,0.10,718.43,29.00
2010-01-11,"3,301.61","3,212.75","3,306.75","3,197.33","1,363,272.16","17,755,763.71",,16.75,0.52,735.18,29.67
2010-01-12,"3,205.71","3,273.97","3,275.20","3,180.09","1,406,552.41","17,394,958.78",,61.22,1.91,796.40,32.14
2010-01-13,"3,204.98","3,172.66","3,232.82","3,165.49","1,583,442.78","19,732,989.19",,-101.31,-3.09,695.09,28.06
2010-01-14,"3,183.38","3,215.55","3,219.02","3,165.60","1,359,545.04","16,800,420.15",,42.89,1.35,737.98,29.79
2010-01-15,"3,217.19","3,224.15","3,241.82","3,197.22","1,205,411.35","15,144,193.27",,8.60,0.27,746.58,30.13
2010-01-18,"3,213.64","3,237.10","3,238.24","3,202.21","1,350,672.38","16,976,071.04",,12.95,0.40,759.53,30.66
2010-01-19,"3,242.22","3,246.87","3,268.81","3,236.84","1,299,435.32","16,267,257.15",,9.78,0.30,769.31,31.05
2010-01-20,"3,252.04","3,151.85","3,255.13","3,148.33","1,582,431.12","19,266,166.68",,-95.02,-2.93,674.28,27.22
2010-01-21,"3,154.19","3,158.86","3,176.15","3,126.90","1,143,370.79","14,210,316.30",,7.01,0.22,681.29,27.50
2010-01-22,"3,118.72","3,128.59","3,147.83","3,062.63","1,377,585.38","16,357,068.03",,-30.27,-0.96,651.02,26.28
2010-01-25,"3,103.32","3,094.41","3,137.00","3,092.93","783,618.62","9,514,598.23",,-34.18,-1.09,616.84,24.90
2010-01-26,"3,094.85","3,019.39","3,107.20","3,001.96","935,070.92","10,925,696.45",,-75.02,-2.42,541.83,21.87
2010-01-27,"3,020.54","2,986.61","3,028.65","2,972.63","765,522.14","9,032,458.08",,-32.79,-1.09,509.04,20.55
2010-01-28,"2,985.21","2,994.14","3,006.04","2,963.89","733,657.67","8,565,427.17",,7.54,0.25,516.57,20.85
2010-01-29,"2,979.74","2,989.29","3,024.85","2,968.45","804,758.75","9,565,689.04",,-4.85,-0.16,511.72,20.65
2010-02-01,"2,981.37","2,941.36","2,981.37","2,912.89","881,471.14","10,376,039.57",,-47.93,-1.60,463.79,18.72
2010-02-02,"2,955.75","2,934.71","2,990.75","2,930.56","824,857.89","9,768,586.47",,-6.65,-0.23,457.14,18.45
2010-02-03,"2,945.03","3,003.84","3,005.13","2,890.02","1,010,225.37","11,904,639.73",,69.12,2.36,526.27,21.24
2010-02-04,"2,983.05","2,995.31","3,015.13","2,968.68","999,183.64","11,460,129.01",,-8.53,-0.28,517.74,20.90
2010-02-05,"2,936.20","2,939.40","2,959.23","2,918.91","972,749.89","11,088,228.48",,-55.91,-1.87,461.83,18.64
2010-02-08,"2,936.45","2,935.17","2,954.27","2,922.19","632,995.82","7,315,998.40",,-4.23,-0.14,457.61,18.47
2010-02-09,"2,932.09","2,948.84","2,957.47","2,929.21","622,822.07","6,811,241.62",,13.67,0.47,471.27,19.02
2010-02-10,"2,967.14","2,982.50","2,983.18","2,958.22","555,880.05","6,701,790.33",,33.66,1.14,504.93,20.38
2010-02-11,"2,985.08","2,985.50","3,001.64","2,976.08","566,463.05","6,489,250.94",,3.00,0.10,507.93,20.50
2010-02-12,"2,996.09","3,018.13","3,018.86","2,993.44","560,921.24","6,693,156.98",,32.63,1.09,540.56,21.82
2010-02-22,"3,016.70","3,003.40","3,026.66","3,002.81","685,051.43","7,874,483.59",,-14.73,-0.49,525.83,21.22
2010-02-23,"2,998.91","2,982.58","2,998.91","2,938.75","803,928.58","9,822,352.42",,-20.82,-0.69,505.01,20.38
2010-02-24,"2,964.98","3,022.18","3,023.74","2,955.07","929,189.62","10,556,865.84",,39.60,1.33,544.61,21.98
2010-02-25,"3,026.66","3,060.62","3,063.00","3,022.37","1,196,707.81","13,896,150.67",,38.44,1.27,583.05,23.53
2010-02-26,"3,053.50","3,051.94","3,067.53","3,041.69","1,012,962.91","12,146,897.24",,-8.67,-0.28,574.37,23.18
2010-03-01,"3,057.01","3,087.84","3,093.10","3,054.55","1,110,388.78","13,130,189.57",,35.90,1.18,610.27,24.63
2010-03-02,"3,089.71","3,073.11","3,095.99","3,060.96","1,053,276.47","12,455,867.52",,-14.73,-0.48,595.54,24.04
2010-03-03,"3,074.10","3,097.01","3,098.46","3,061.47","1,171,565.19","13,652,205.82",,23.90,0.78,619.44,25.00
2010-03-04,"3,098.07","3,023.37","3,102.40","3,016.22","1,263,838.89","14,493,996.03",,-73.63,-2.38,545.80,22.03
2010-03-05,"3,026.64","3,031.07","3,044.17","3,011.09","922,596.65","10,576,400.46",,7.69,0.25,553.50,22.34
2010-03-08,"3,036.42","3,053.23","3,058.83","3,030.91","810,119.50","9,275,154.06",,22.17,0.73,575.66,23.23
2010-03-09,"3,053.26","3,069.14","3,084.85","3,028.69","923,818.03","10,748,964.58",,15.91,0.52,591.57,23.88
2010-03-10,"3,067.15","3,048.93","3,085.99","3,034.74","846,129.53","9,875,580.41",,-20.21,-0.66,571.36,23.06
2010-03-11,"3,050.64","3,051.28","3,070.94","3,025.31","798,721.95","9,618,569.01",,2.36,0.08,573.71,23.16
2010-03-12,"3,051.47","3,013.41","3,057.52","3,011.97","714,189.12","8,435,294.39",,-37.87,-1.24,535.84,21.63
2010-03-15,"3,010.72","2,976.94","3,013.52","2,963.49","637,497.68","7,477,981.93",,-36.47,-1.21,499.37,20.16
