交易日期,开盘点位,收盘点位,最高点位,最低点位,成交量(万股),成交额(万元),,涨跌,涨跌幅(%),开始日累计涨跌,开始日累计涨跌幅（%）
2014-09-30,"2,361.32","2,363.87","2,365.49","2,354.27","1,939,186.90","16,693,343.02",,6.16,0.26,-113.70,-4.59
2014-10-08,"2,368.58","2,382.79","2,382.79","2,354.29","2,043,973.26","18,033,757.62",,18.92,0.80,-94.78,-3.83
2014-10-09,"2,383.86","2,389.37","2,391.35","2,367.11","2,359,200.10","20,027,175.87",,6.58,0.28,-88.20,-3.56
2014-10-10,"2,380.76","2,374.54","2,386.28","2,365.08","2,246,711.26","19,224,823.41",,-14.83,-0.62,-103.03,-4.16
2014-10-13,"2,366.43","2,366.01","2,366.86","2,341.12","2,008,993.14","17,542,507.06",,-8.53,-0.36,-111.56,-4.50
2014-10-14,"2,362.80","2,359.48","2,380.52","2,349.19","1,968,314.18","17,016,008.51",,-6.53,-0.28,-118.09,-4.77
2014-10-15,"2,358.23","2,373.67","2,374.81","2,344.37","2,028,049.15","17,176,674.70",,14.20,0.60,-103.90,-4.19
2014-10-16,"2,361.13","2,356.50","2,389.68","2,353.41","2,482,011.68","20,380,588.49",,-17.17,-0.72,-121.07,-4.89
2014-10-17,"2,352.78","2,341.18","2,360.60","2,312.83","2,123,009.62","17,943,316.26",,-15.31,-0.65,-136.39,-5.50
2014-10-20,"2,346.05","2,356.73","2,357.51","2,340.46","1,600,223.05","14,182,025.98",,15.54,0.66,-120.84,-4.88
2014-10-21,"2,355.03","2,339.66","2,361.65","2,337.55","1,688,282.88","14,678,631.32",,-17.07,-0.72,-137.91,-5.57
2014-10-22,"2,339.22","2,326.55","2,352.12","2,324.59","1,526,984.25","13,852,453.75",,-13.10,-0.56,-151.02,-6.10
2014-10-23,"2,322.32","2,302.42","2,329.93","2,297.33","1,626,363.08","14,059,650.38",,-24.13,-1.04,-175.15,-7.07
2014-10-24,"2,303.08","2,302.28","2,314.88","2,296.66","1,322,252.81","11,433,069.61",,-0.14,-0.01,-175.29,-7.08
2014-10-27,"2,293.57","2,290.44","2,293.64","2,279.84","1,302,615.68","11,337,998.16",,-11.84,-0.51,-187.13,-7.55
2014-10-28,"2,294.01","2,337.87","2,338.28","2,294.01","1,785,903.57","15,814,795.87",,47.43,2.07,-139.70,-5.64
2014-10-29,"2,343.72","2,373.03","2,381.64","2,339.71","2,655,886.87","22,506,707.56",,35.16,1.50,-104.54,-4.22
2014-10-30,"2,371.89","2,391.08","2,397.26","2,365.92","2,946,459.43","22,661,117.81",,18.05,0.76,-86.49,-3.49
2014-10-31,"2,393.18","2,420.18","2,423.60","2,384.48","3,257,635.22","24,991,544.31",,29.10,1.22,-57.39,-2.32
2014-11-03,"2,425.23","2,430.03","2,436.79","2,418.17","2,988,212.35","22,719,659.00",,9.85,0.41,-47.54,-1.92
2014-11-04,"2,428.27","2,430.68","2,435.22","2,417.22","3,090,130.39","22,650,388.09",,0.64,0.03,-46.89,-1.89
2014-11-05,"2,432.17","2,419.25","2,434.36","2,415.50","2,636,066.54","20,185,940.91",,-11.42,-0.47,-58.32,-2.35
2014-11-06,"2,419.62","2,425.86","2,426.89","2,401.75","2,220,050.88","17,964,437.29",,6.61,0.27,-51.70,-2.09
2014-11-07,"2,427.90","2,418.17","2,454.42","2,407.44","2,911,722.45","24,415,756.84",,-7.69,-0.32,-59.40,-2.40
2014-11-10,"2,436.63","2,473.67","2,474.16","2,428.19","3,006,282.03","24,523,368.43",,55.50,2.30,-3.90,-0.16
2014-11-11,"2,483.65","2,469.67","2,508.62","2,445.96","4,119,040.65","33,125,738.85",,-4.00,-0.16,-7.90,-0.32
2014-11-12,"2,454.60","2,494.48","2,494.92","2,444.81","2,529,338.52","21,573,861.72",,24.80,1.00,16.91,0.68
2014-11-13,"2,495.00","2,485.61","2,507.74","2,471.41","2,950,370.58","25,831,191.58",,-8.87,-0.36,8.04,0.32
2014-11-14,"2,477.97","2,478.82","2,481.03","2,457.05","2,206,076.19","19,192,499.37",,-6.78,-0.27,1.26,0.05
2014-11-17,"2,506.86","2,474.01","2,508.77","2,472.45","2,156,878.00","19,926,490.39",,-4.82,-0.19,-3.56,-0.14
2014-11-18,"2,474.18","2,456.37","2,477.05","2,449.81","2,010,625.70","17,465,949.13",,-17.64,-0.71,-21.20,-0.86
2014-11-19,"2,452.15","2,450.99","2,461.49","2,442.71","1,862,357.71","16,706,937.06",,-5.38,-0.22,-26.58,-1.07
2014-11-20,"2,443.28","2,452.66","2,458.32","2,437.48","1,654,952.13","15,079,991.15",,1.67,0.07,-24.91,-1.01
2014-11-21,"2,452.64","2,486.79","2,488.20","2,446.65","2,122,397.74","19,780,979.33",,34.13,1.39,9.22,0.37
2014-11-24,"2,505.53","2,532.88","2,546.75","2,495.52","3,634,858.35","33,029,140.63",,46.09,1.85,55.31,2.23
2014-11-25,"2,532.00","2,567.60","2,568.38","2,527.08","3,143,155.72","28,216,880.28",,34.72,1.37,90.03,3.63
2014-11-26,"2,572.65","2,604.35","2,605.07","2,570.40","3,371,272.49","31,652,125.67",,36.75,1.43,126.78,5.12
2014-11-27,"2,615.37","2,630.49","2,631.40","2,599.11","3,640,757.19","33,896,083.05",,26.14,1.00,152.92,6.17
2014-11-28,"2,629.63","2,682.84","2,683.18","2,622.06","4,658,800.35","40,195,116.79",,52.35,1.99,205.27,8.28
2014-12-01,"2,691.73","2,680.16","2,720.74","2,668.84","4,467,917.41","40,112,018.94",,-2.68,-0.10,202.59,8.18
2014-12-02,"2,667.82","2,763.55","2,777.37","2,665.69","4,377,333.81","39,723,891.46",,83.39,3.11,285.98,11.54
2014-12-03,"2,768.68","2,779.53","2,824.18","2,733.87","5,621,202.81","52,977,745.27",,15.98,0.58,301.96,12.19
2014-12-04,"2,783.47","2,899.46","2,900.51","2,772.43","5,326,877.18","50,921,857.25",,119.93,4.31,421.89,17.03
2014-12-05,"2,926.57","2,937.65","2,978.03","2,813.05","6,405,002.96","63,919,100.92",,38.19,1.32,460.08,18.57
2014-12-08,"2,907.82","3,020.26","3,041.66","2,879.85","5,875,708.90","59,347,804.89",,82.61,2.81,542.69,21.90
2014-12-09,"2,992.49","2,856.27","3,091.32","2,834.59","7,719,983.79","79,336,127.69",,-163.99,-5.43,378.70,15.29
2014-12-10,"2,855.94","2,940.01","2,946.71","2,807.68","5,128,869.13","53,498,995.50",,83.74,2.93,462.44,18.66
2014-12-11,"2,912.35","2,925.74","2,965.68","2,892.61","4,826,327.33","47,980,144.46",,-14.26,-0.49,448.17,18.09
2014-12-12,"2,929.36","2,938.17","2,962.51","2,914.96","4,094,808.11","42,041,025.00",,12.43,0.42,460.60,18.59
2014-12-15,"2,921.45","2,953.42","2,960.23","2,890.90","4,003,716.95","41,148,714.21",,15.25,0.52,475.85,19.21
2014-12-16,"2,953.81","3,021.52","3,021.90","2,943.91","4,538,427.23","49,271,618.38",,68.10,2.31,543.95,21.95
2014-12-17,"3,031.95","3,061.02","3,076.60","2,993.33","5,425,031.79","58,033,860.49",,39.50,1.31,583.45,23.55
2014-12-18,"3,062.80","3,057.52","3,089.79","3,030.32","4,359,049.52","46,652,452.63",,-3.50,-0.11,579.95,23.41
2014-12-19,"3,053.08","3,108.60","3,117.53","3,018.42","5,210,735.11","51,558,028.83",,51.07,1.67,631.03,25.47
2014-12-22,"3,129.27","3,127.45","3,189.87","3,090.51","6,793,719.15","62,448,148.42",,18.85,0.61,649.88,26.23
2014-12-23,"3,085.08","3,032.61","3,136.84","3,025.67","4,377,624.00","41,946,770.10",,-94.83,-3.03,555.04,22.40
2014-12-24,"3,039.21","2,972.53","3,050.51","2,934.91","3,768,052.46","37,872,675.67",,-60.08,-1.98,494.96,19.98
2014-12-25,"2,992.46","3,072.54","3,073.35","2,969.87","3,769,477.76","37,901,770.09",,100.00,3.36,594.97,24.01
2014-12-26,"3,078.01","3,157.60","3,164.16","3,064.18","4,607,009.32","48,891,510.19",,85.07,2.77,680.03,27.45
2014-12-29,"3,212.56","3,168.02","3,223.86","3,126.94","5,101,114.39","55,590,435.54",,10.41,0.33,690.45,27.87
2014-12-30,"3,160.80","3,165.82","3,190.30","3,130.35","3,977,253.20","43,726,325.36",,-2.20,-0.07,688.25,27.78
2014-12-31,"3,172.60","3,234.68","3,239.36","3,157.26","4,059,985.21","43,231,984.40",,68.86,2.18,757.11,30.56
2015-01-05,"3,258.63","3,350.52","3,369.28","3,253.88","5,313,523.91","54,976,010.64",,115.84,3.58,872.95,35.23
2015-01-06,"3,330.80","3,351.45","3,394.22","3,303.18","5,016,616.95","53,239,846.38",,0.93,0.03,873.88,35.27
2015-01-07,"3,326.65","3,373.95","3,374.90","3,312.21","3,919,188.80","43,641,669.89",,22.51,0.67,896.39,36.18
2015-01-08,"3,371.96","3,293.46","3,381.57","3,285.10","3,711,311.70","39,923,029.74",,-80.50,-2.39,815.89,32.93
2015-01-09,"3,276.97","3,285.41","3,404.83","3,267.51","4,102,408.72","45,864,801.26",,-8.04,-0.24,807.84,32.61
2015-01-12,"3,258.21","3,229.32","3,275.19","3,191.58","3,220,646.79","36,627,305.95",,-56.10,-1.71,751.75,30.34
2015-01-13,"3,223.54","3,235.30","3,259.39","3,214.41","2,307,257.54","27,358,877.38",,5.99,0.19,757.73,30.58
2015-01-14,"3,242.34","3,222.44","3,268.48","3,193.98","2,401,907.47","26,720,452.85",,-12.86,-0.40,744.87,30.06
2015-01-15,"3,224.07","3,336.46","3,337.08","3,207.55","2,825,462.40","33,061,053.79",,114.02,3.54,858.89,34.67
2015-01-16,"3,343.60","3,376.50","3,400.32","3,340.49","3,398,767.53","39,225,390.19",,40.04,1.20,898.93,36.28
2015-01-19,"3,189.73","3,116.35","3,262.21","3,095.07","4,010,987.89","40,988,599.20",,-260.14,-7.70,638.78,25.78
2015-01-20,"3,114.56","3,173.05","3,190.25","3,100.48","3,570,808.11","41,629,521.05",,56.70,1.82,695.48,28.07
2015-01-21,"3,189.09","3,323.61","3,337.00","3,178.34","4,109,560.24","47,375,866.72",,150.56,4.74,846.04,34.15
2015-01-22,"3,327.32","3,343.34","3,352.38","3,293.98","3,533,829.61","40,787,406.66",,19.73,0.59,865.78,34.94
2015-01-23,"3,357.10","3,351.76","3,406.79","3,328.29","3,662,492.40","42,097,953.41",,8.42,0.25,874.20,35.28
2015-01-26,"3,347.26","3,383.18","3,384.80","3,321.32","3,175,410.07","35,842,747.09",,31.42,0.94,905.61,36.55
2015-01-27,"3,389.85","3,352.96","3,390.22","3,290.22","3,745,175.51","41,829,887.02",,-30.22,-0.89,875.39,35.33
2015-01-28,"3,325.72","3,305.74","3,354.80","3,294.66","3,019,270.95","34,156,430.01",,-47.22,-1.41,828.17,33.43
2015-01-29,"3,259.00","3,262.31","3,286.79","3,234.24","2,746,586.13","29,642,449.97",,-43.43,-1.31,784.74,31.67
2015-01-30,"3,273.75","3,210.36","3,288.50","3,210.31","2,583,125.48","28,426,565.21",,-51.94,-1.59,732.79,29.58
2015-02-02,"3,148.14","3,128.30","3,175.13","3,122.57","2,508,616.29","26,684,996.18",,-82.06,-2.56,650.73,26.26
2015-02-03,"3,156.09","3,204.91","3,207.94","3,129.73","2,481,921.64","28,335,595.48",,76.61,2.45,727.34,29.36
2015-02-04,"3,212.82","3,174.13","3,238.98","3,171.14","2,490,980.86","29,015,515.46",,-30.78,-0.96,696.56,28.11
2015-02-05,"3,251.21","3,136.53","3,251.21","3,135.82","3,061,393.05","34,826,695.49",,-37.60,-1.18,658.96,26.60
2015-02-06,"3,120.09","3,075.91","3,129.54","3,052.94","2,467,496.66","26,650,278.65",,-60.62,-1.93,598.34,24.15
2015-02-09,"3,063.51","3,095.12","3,119.03","3,049.11","2,061,083.83","24,071,967.91",,19.22,0.62,617.56,24.93
2015-02-10,"3,090.49","3,141.59","3,142.10","3,084.25","1,938,171.39","22,508,491.20",,46.47,1.50,664.02,26.80
2015-02-11,"3,145.77","3,157.70","3,166.42","3,139.05","1,728,400.94","21,086,254.94",,16.11,0.51,680.14,27.45
2015-02-12,"3,157.96","3,173.42","3,181.77","3,134.24","1,945,923.09","22,969,157.98",,15.71,0.50,695.85,28.09
2015-02-13,"3,186.81","3,203.83","3,237.16","3,182.79","2,612,904.36","29,301,767.89",,30.41,0.96,726.26,29.31
2015-02-16,"3,206.14","3,222.36","3,228.85","3,195.88","2,237,974.29","26,595,069.56",,18.54,0.58,744.79,30.06
2015-02-17,"3,230.88","3,246.91","3,255.73","3,230.77","2,283,326.24","26,334,005.41",,24.54,0.76,769.34,31.05
2015-02-25,"3,256.48","3,228.84","3,257.22","3,215.55","2,333,480.94","26,514,335.16",,-18.06,-0.56,751.27,30.32
2015-02-26,"3,222.15","3,298.36","3,300.62","3,202.19","3,012,638.75","33,434,747.60",,69.52,2.15,820.79,33.13
2015-02-27,"3,296.83","3,310.30","3,324.55","3,291.01","2,991,637.17","33,501,956.88",,11.94,0.36,832.73,33.61
2015-03-02,"3,332.72","3,336.29","3,336.76","3,298.67","3,464,456.71","41,025,955.95",,25.98,0.78,858.72,34.66
2015-03-03,"3,317.70","3,263.05","3,317.70","3,260.43","3,820,446.19","44,159,348.01",,-73.23,-2.20,785.48,31.70
2015-03-04,"3,264.18","3,279.53","3,286.59","3,250.48","2,936,395.22","34,678,976.93",,16.48,0.51,801.96,32.37
2015-03-05,"3,264.09","3,248.48","3,266.64","3,221.67","3,206,635.85","37,357,999.64",,-31.06,-0.95,770.91,31.12
2015-03-06,"3,248.04","3,241.19","3,266.93","3,234.53","2,829,157.91","32,834,415.29",,-7.29,-0.22,763.62,30.82
2015-03-09,"3,224.31","3,302.41","3,307.70","3,198.37","3,214,954.40","35,992,752.21",,61.22,1.89,824.84,33.29
2015-03-10,"3,289.09","3,286.07","3,309.92","3,277.10","2,858,175.76","32,995,597.43",,-16.34,-0.49,808.50,32.63
2015-03-11,"3,289.59","3,290.90","3,325.05","3,278.47","2,829,855.35","32,757,306.65",,4.83,0.15,813.33,32.83
2015-03-12,"3,314.81","3,349.32","3,360.05","3,300.49","3,572,951.05","40,719,239.04",,58.42,1.78,871.75,35.19
2015-03-13,"3,359.49","3,372.91","3,391.26","3,352.15","3,284,101.54","37,404,142.19",,23.59,0.70,895.34,36.14
2015-03-16,"3,391.16","3,449.31","3,449.31","3,377.09","3,991,324.30","47,935,530.80",,76.39,2.26,971.74,39.22
2015-03-17,"3,469.60","3,502.85","3,504.12","3,459.69","5,209,395.06","60,150,066.05",,53.54,1.55,"1,025.28",41.38
2015-03-18,"3,510.50","3,577.30","3,577.66","3,503.85","5,452,171.44","61,736,698.87",,74.45,2.13,"1,099.73",44.39
2015-03-19,"3,576.02","3,582.27","3,600.68","3,546.84","5,373,466.14","61,224,969.21",,4.97,0.14,"1,104.70",44.59
2015-03-20,"3,587.08","3,617.32","3,632.34","3,569.38","5,166,616.69","65,177,197.67",,35.05,0.98,"1,139.75",46.00
2015-03-23,"3,640.10","3,687.73","3,688.25","3,635.49","5,360,628.32","66,157,462.01",,70.41,1.95,"1,210.16",48.84
2015-03-24,"3,692.57","3,691.41","3,715.87","3,600.70","6,395,546.69","75,488,473.48",,3.68,0.10,"1,213.84",48.99
2015-03-25,"3,680.95","3,660.73","3,693.15","3,634.56","5,218,863.48","64,549,891.58",,-30.68,-0.83,"1,183.16",47.75
2015-03-26,"3,641.94","3,682.10","3,707.32","3,615.01","4,886,472.03","61,951,561.17",,21.37,0.58,"1,204.53",48.62
2015-03-27,"3,686.13","3,691.10","3,710.48","3,656.83","4,089,451.65","50,929,846.30",,9.00,0.24,"1,213.53",48.98
2015-03-30,"3,710.61","3,786.57","3,795.94","3,710.61","5,647,023.53","69,212,535.13",,95.47,2.59,"1,309.00",52.83
2015-03-31,"3,822.99","3,747.90","3,835.57","3,737.04","5,616,760.37","72,129,494.74",,-38.67,-1.02,"1,270.33",51.27
2015-04-01,"3,748.34","3,810.29","3,817.08","3,742.21","4,474,583.19","59,241,830.58",,62.40,1.66,"1,332.73",53.79
2015-04-02,"3,827.69","3,825.78","3,835.45","3,775.89","4,792,996.73","63,202,890.83",,15.49,0.41,"1,348.22",54.42
2015-04-03,"3,803.38","3,863.93","3,864.41","3,792.21","4,730,333.11","63,565,132.80",,38.15,1.00,"1,386.36",55.96
2015-04-07,"3,899.42","3,961.38","3,961.67","3,891.73","5,704,475.35","74,642,400.20",,97.45,2.52,"1,483.81",59.89
2015-04-08,"3,976.53","3,994.81","4,000.22","3,903.65","6,180,854.19","83,915,930.67",,33.43,0.84,"1,517.24",61.24
2015-04-09,"4,006.13","3,957.53","4,016.40","3,900.03","5,851,768.25","81,671,089.63",,-37.28,-0.93,"1,479.97",59.73
2015-04-10,"3,947.49","4,034.31","4,040.35","3,929.32","4,842,836.19","66,850,417.59",,76.78,1.94,"1,556.74",62.83
2015-04-13,"4,072.72","4,121.72","4,128.07","4,057.29","5,898,142.27","78,166,734.60",,87.41,2.17,"1,644.15",66.36
2015-04-14,"4,125.78","4,135.57","4,168.35","4,091.26","6,106,835.41","81,464,519.25",,13.85,0.34,"1,658.00",66.92
2015-04-15,"4,135.65","4,084.16","4,175.49","4,069.01","6,130,058.12","77,312,588.16",,-51.40,-1.24,"1,606.59",64.85
2015-04-16,"4,055.92","4,194.82","4,195.31","4,031.24","5,512,429.56","71,208,243.67",,110.66,2.71,"1,717.25",69.31
2015-04-17,"4,254.72","4,287.30","4,317.22","4,238.91","7,017,062.05","91,563,303.78",,92.47,2.20,"1,809.73",73.04
2015-04-20,"4,301.35","4,217.08","4,356.00","4,190.68","8,571,328.07","114,760,060.43",,-70.22,-1.64,"1,739.51",70.21
2015-04-21,"4,212.19","4,293.62","4,294.38","4,188.57","6,344,706.27","86,244,778.26",,76.55,1.82,"1,816.05",73.30
2015-04-22,"4,304.60","4,398.49","4,400.19","4,297.95","6,803,050.86","97,687,696.04",,104.87,2.44,"1,920.93",77.53
2015-04-23,"4,414.49","4,414.51","4,444.41","4,358.84","6,673,446.61","96,302,492.93",,16.01,0.36,"1,936.94",78.18
2015-04-24,"4,355.95","4,393.69","4,416.38","4,318.12","6,285,549.96","91,687,293.55",,-20.82,-0.47,"1,916.12",77.34
2015-04-27,"4,441.93","4,527.40","4,529.74","4,441.93","6,710,885.21","97,524,209.38",,133.71,3.04,"2,049.83",82.74
2015-04-28,"4,527.64","4,476.22","4,572.39","4,432.90","7,676,764.16","106,117,212.50",,-51.18,-1.13,"1,998.65",80.67
2015-04-29,"4,446.12","4,476.62","4,499.95","4,398.64","5,198,342.02","75,240,178.59",,0.40,0.01,"1,999.05",80.69
2015-04-30,"4,483.01","4,441.66","4,507.34","4,441.05","5,267,279.75","77,434,921.17",,-34.97,-0.78,"1,964.09",79.27
2015-05-04,"4,441.34","4,480.46","4,487.57","4,387.43","4,941,733.98","71,754,080.94",,38.81,0.87,"2,002.90",80.84
2015-05-05,"4,479.85","4,298.71","4,488.87","4,282.24","5,728,585.96","80,556,607.92",,-181.76,-4.06,"1,821.14",73.50
2015-05-06,"4,311.64","4,229.27","4,376.35","4,187.37","4,817,329.93","71,653,620.67",,-69.44,-1.62,"1,751.70",70.70
2015-05-07,"4,197.90","4,112.21","4,213.76","4,108.01","3,945,666.53","54,020,629.14",,-117.05,-2.77,"1,634.65",65.98
2015-05-08,"4,152.98","4,205.92","4,206.86","4,099.04","3,974,280.94","55,964,865.88",,93.70,2.28,"1,728.35",69.76
2015-05-11,"4,231.27","4,333.58","4,334.88","4,187.82","4,887,505.15","71,524,661.15",,127.67,3.04,"1,856.02",74.91
2015-05-12,"4,342.37","4,401.22","4,402.31","4,317.98","5,218,664.08","79,346,372.34",,67.64,1.56,"1,923.65",77.64
2015-05-13,"4,402.38","4,375.76","4,415.63","4,342.48","5,104,904.75","78,075,493.75",,-25.46,-0.58,"1,898.19",76.62
2015-05-14,"4,372.82","4,378.31","4,397.75","4,329.04","4,490,779.35","66,988,227.56",,2.55,0.06,"1,900.74",76.72
2015-05-15,"4,366.82","4,308.69","4,366.82","4,278.55","4,397,061.98","66,596,561.85",,-69.62,-1.59,"1,831.12",73.91
2015-05-18,"4,277.90","4,283.49","4,324.83","4,260.51","3,800,574.52","59,455,949.31",,-25.20,-0.58,"1,805.92",72.89
2015-05-19,"4,285.78","4,417.55","4,418.40","4,285.78","4,367,352.24","69,381,258.66",,134.06,3.13,"1,939.98",78.30
2015-05-20,"4,434.98","4,446.29","4,520.54","4,432.28","5,141,062.23","80,608,053.20",,28.74,0.65,"1,968.72",79.46
2015-05-21,"4,456.44","4,529.42","4,530.48","4,438.26","4,649,965.20","72,908,061.35",,83.13,1.87,"2,051.85",82.82
2015-05-22,"4,584.98","4,657.60","4,658.27","4,562.99","6,555,912.87","100,717,322.49",,128.17,2.83,"2,180.03",87.99
2015-05-25,"4,660.08","4,813.80","4,814.67","4,656.83","6,824,613.91","107,929,562.60",,156.20,3.35,"2,336.23",94.30
2015-05-26,"4,854.85","4,910.90","4,911.69","4,779.08","7,048,928.29","113,850,933.50",,97.10,2.02,"2,433.33",98.21
2015-05-27,"4,932.85","4,941.71","4,958.16","4,857.06","6,811,653.79","111,626,177.98",,30.82,0.63,"2,464.15",99.46
2015-05-28,"4,943.74","4,620.27","4,986.50","4,614.24","7,829,645.92","124,792,603.13",,-321.45,-6.50,"2,142.70",86.48
2015-05-29,"4,603.47","4,611.74","4,698.19","4,431.56","6,112,624.09","95,536,559.21",,-8.52,-0.18,"2,134.18",86.14
2015-06-01,"4,633.10","4,828.74","4,829.50","4,615.23","5,933,890.35","93,445,550.45",,216.99,4.71,"2,351.17",94.90
2015-06-02,"4,844.70","4,910.53","4,911.57","4,797.55","6,237,480.99","99,874,574.97",,81.79,1.69,"2,432.96",98.20
2015-06-03,"4,924.38","4,909.98","4,942.07","4,822.44","6,114,538.39","101,017,993.46",,-0.55,-0.01,"2,432.41",98.18
2015-06-04,"4,912.95","4,947.10","4,947.97","4,647.41","6,749,524.02","105,227,023.30",,37.12,0.76,"2,469.53",99.68
2015-06-05,"5,016.09","5,023.10","5,051.63","4,898.07","7,722,408.12","123,230,066.71",,75.99,1.54,"2,545.53",102.74
2015-06-08,"5,045.69","5,131.88","5,146.95","4,997.48","8,550,350.85","130,992,450.80",,108.79,2.17,"2,654.31",107.13
2015-06-09,"5,145.98","5,113.53","5,147.45","5,042.96","7,298,938.18","115,080,858.86",,-18.35,-0.36,"2,635.97",106.39
2015-06-10,"5,049.20","5,106.04","5,164.16","5,001.49","5,969,690.01","100,543,228.31",,-7.50,-0.15,"2,628.47",106.09
2015-06-11,"5,101.44","5,121.59","5,122.46","5,050.76","5,639,905.22","97,466,576.76",,15.56,0.30,"2,644.02",106.72
2015-06-12,"5,143.34","5,166.35","5,178.19","5,103.40","6,256,278.54","106,016,460.68",,44.76,0.87,"2,688.78",108.52
2015-06-15,"5,174.42","5,062.99","5,176.79","5,048.74","6,378,039.84","106,498,769.34",,-103.36,-2.00,"2,585.42",104.35
2015-06-16,"5,004.41","4,887.43","5,029.68","4,842.10","5,508,014.07","89,542,055.59",,-175.56,-3.47,"2,409.86",97.27
2015-06-17,"4,890.55","4,967.90","4,983.66","4,767.22","5,371,011.68","83,026,674.97",,80.47,1.65,"2,490.33",100.52
2015-06-18,"4,942.52","4,785.36","4,966.77","4,780.87","5,074,408.99","78,584,507.52",,-182.54,-3.67,"2,307.79",93.15
2015-06-19,"4,689.93","4,478.36","4,744.08","4,476.50","4,526,896.26","68,545,819.87",,-306.99,-6.42,"2,000.80",80.76
2015-06-23,"4,471.61","4,576.49","4,577.94","4,264.77","4,735,261.28","69,361,719.13",,98.13,2.19,"2,098.92",84.72
2015-06-24,"4,604.58","4,690.15","4,691.77","4,552.13","5,430,037.09","81,506,269.17",,113.66,2.48,"2,212.58",89.30
2015-06-25,"4,711.76","4,527.78","4,720.70","4,483.55","5,727,975.33","86,537,973.08",,-162.37,-3.46,"2,050.21",82.75
2015-06-26,"4,399.93","4,192.87","4,456.90","4,139.53","5,652,178.74","78,783,574.30",,-334.91,-7.40,"1,715.30",69.23
2015-06-29,"4,289.77","4,053.03","4,297.47","3,875.05","6,737,863.49","90,427,139.50",,-139.84,-3.34,"1,575.46",63.59
2015-06-30,"4,006.75","4,277.22","4,279.97","3,847.88","7,091,766.33","94,152,465.99",,224.19,5.53,"1,799.65",72.64
2015-07-01,"4,214.15","4,053.70","4,317.05","4,043.37","5,987,694.27","83,807,092.62",,-223.52,-5.23,"1,576.13",63.62
2015-07-02,"4,058.62","3,912.77","4,080.39","3,795.25","5,860,156.12","73,600,685.76",,-140.93,-3.48,"1,435.20",57.93
2015-07-03,"3,793.71","3,686.92","3,927.13","3,629.56","5,481,631.11","64,805,410.04",,-225.85,-5.77,"1,209.35",48.81
2015-07-06,"3,975.21","3,775.91","3,975.21","3,653.04","8,311,392.86","94,342,042.59",,89.00,2.41,"1,298.34",52.40
2015-07-07,"3,654.78","3,727.12","3,750.57","3,585.40","6,988,186.88","77,607,254.49",,-48.79,-1.29,"1,249.56",50.43
2015-07-08,"3,467.40","3,507.19","3,599.25","3,421.53","6,803,569.22","70,024,833.86",,-219.93,-5.90,"1,029.62",41.56
2015-07-09,"3,432.45","3,709.33","3,748.48","3,373.54","6,569,146.12","67,331,098.38",,202.14,5.76,"1,231.76",49.72
2015-07-10,"3,707.46","3,877.80","3,959.22","3,677.43","5,863,642.55","68,043,415.12",,168.47,4.54,"1,400.23",56.52
2015-07-13,"3,918.99","3,970.39","4,030.19","3,858.64","6,434,890.07","78,243,054.33",,92.58,2.39,"1,492.82",60.25
2015-07-14,"3,958.37","3,924.49","4,035.43","3,855.56","6,705,587.99","83,007,468.28",,-45.90,-1.16,"1,446.92",58.40
2015-07-15,"3,874.97","3,805.70","3,914.27","3,741.25","6,013,013.24","70,053,652.30",,-118.78,-3.03,"1,328.13",53.61
2015-07-16,"3,758.50","3,823.18","3,877.51","3,688.44","4,922,562.00","56,985,893.81",,17.47,0.46,"1,345.61",54.31
2015-07-17,"3,831.42","3,957.35","3,994.48","3,814.15","4,817,262.68","59,306,698.07",,134.18,3.51,"1,479.78",59.73
2015-07-20,"3,948.42","3,992.11","4,021.33","3,927.12","5,391,067.14","68,825,556.94",,34.76,0.88,"1,514.54",61.13
2015-07-21,"3,939.90","4,017.67","4,041.82","3,912.80","5,042,880.28","64,641,684.68",,25.57,0.64,"1,540.11",62.16
2015-07-22,"3,996.43","4,026.05","4,042.34","3,960.86","5,207,322.25","67,883,191.93",,8.37,0.21,"1,548.48",62.50
2015-07-23,"4,022.27","4,123.92","4,132.61","4,019.04","5,635,859.66","74,353,187.43",,97.88,2.43,"1,646.35",66.45
2015-07-24,"4,124.75","4,070.91","4,184.45","4,044.83","6,274,248.60","84,302,207.04",,-53.02,-1.29,"1,593.34",64.31
2015-07-27,"3,985.57","3,725.56","4,051.16","3,720.44","5,560,032.47","72,129,808.87",,-345.35,-8.48,"1,247.99",50.37
2015-07-28,"3,573.14","3,663.00","3,762.53","3,537.36","5,633,300.42","68,505,752.39",,-62.56,-1.68,"1,185.43",47.85
2015-07-29,"3,689.82","3,789.17","3,792.07","3,612.06","4,343,520.85","55,749,196.46",,126.17,3.44,"1,311.60",52.94
2015-07-30,"3,773.79","3,705.77","3,844.37","3,685.96","4,579,432.28","61,597,792.32",,-83.40,-2.20,"1,228.20",49.57
2015-07-31,"3,655.67","3,663.73","3,729.51","3,620.17","3,509,557.45","46,047,225.38",,-42.04,-1.13,"1,186.16",47.88
2015-08-03,"3,614.99","3,622.91","3,648.94","3,549.50","3,639,687.31","44,599,159.35",,-40.82,-1.11,"1,145.34",46.23
2015-08-04,"3,621.85","3,756.54","3,757.03","3,601.29","3,629,016.66","46,403,624.30",,133.64,3.69,"1,278.98",51.62
